[CEL]
Version=3

[HEADER]
Cols=1164
Rows=1164
TotalX=1164
TotalY=1164
OffsetX=0
OffsetY=0
GridCornerUL=277 221
GridCornerUR=8467 275
GridCornerLR=8406 8468
GridCornerLL=217 8414
Axis-invertX=0
AxisInvertY=0
swapXY=0
DatHeader=[11..65534]  25848_Y1_Notreatment_SPR700_HGU133P:CLS=8676 RWS=8676 XIN=1  YIN=1  VE=0         0   08/26/09 14:00:26 50207420  M10      HG-U133_Plus_2.1sq          570  25443.642578  3.500000  1.5625  6
Algorithm=Percentile
AlgorithmParameters=Percentile:75;CellMargin:2;OutlierHigh:1.500000;OutlierLow:1.004000;FeatureExtraction:TRUE;IgnoreShiftRowOutliers:FALSE;FixedCellSize:TRUE;UseSubgrids:FALSE;RandomizePixels:FALSE;ErrorBasis:StdvMean;PercentileSpread:15.000000;StdMult:1.000000;ExtendPoolWidth:2;ExtendPoolHeight:2;OutlierRatioLowPercentile:55;OutlierRatioHighPercentile:75;HalfCellRowsDivisor:5;HalfCellRowsRemainder:4;CellIntensityCalculationType:Percentile;featureRows:1164;featureColumns:1164;featureWidth:11.000000;featureHeight:11.000000;FullFeatureWidth:7;FullFeatureHeight:7

[INTENSITY]
NumberCells=1354896
CellHeader=X	Y	MEAN	STDV	NPIXELS
587	  0	333.0	93.2	 25
588	  0	19901.0	3399.3	 25
589	  0	298.0	72.9	 25
590	  0	19873.0	3106.0	 25
591	  0	330.0	83.9	 25
592	  0	19952.0	2176.5	 25
593	  0	328.0	75.1	 25
594	  0	19944.0	1839.5	 25
595	  0	319.0	82.1	 25
596	  0	19990.0	1724.4	 25
597	  0	342.0	73.8	 25
598	  0	19834.0	1674.9	 25
599	  0	301.0	64.2	 25
600	  0	20004.0	1518.9	 25
601	  0	330.0	77.2	 25
602	  0	20161.0	1741.8	 25
603	  0	294.0	54.5	 25
604	  0	19949.0	1972.4	 25
605	  0	335.0	66.8	 25
606	  0	20092.0	2258.9	 25
607	  0	325.0	45.5	 25
608	  0	20144.0	2355.9	 25
609	  0	295.0	69.0	 25
610	  0	20023.0	3043.8	 25
611	  0	398.0	81.5	 25
612	  0	20313.0	3172.1	 25
613	  0	379.0	99.4	 25
614	  0	65534.0	3121.1	 25
615	  0	498.0	104.6	 25
616	  0	51264.0	17120.7	 25
617	  0	323.0	82.9	 25
618	  0	20098.0	1913.9	 25
619	  0	353.0	83.6	 25
620	  0	20092.0	1490.3	 25
621	  0	308.0	65.2	 25
622	  0	19915.0	1515.4	 25
623	  0	347.0	81.9	 25
624	  0	20209.0	1618.4	 25
625	  0	283.0	37.1	 25
626	  0	20103.0	1709.0	 25
627	  0	336.0	53.0	 25
628	  0	19823.0	1915.2	 25
629	  0	297.0	56.6	 25
630	  0	19841.0	2221.8	 25
631	  0	311.0	75.5	 25
632	  0	19970.0	2327.6	 25
633	  0	364.0	82.2	 25
634	  0	19836.0	2824.5	 25
635	  0	339.0	141.2	 25
636	  0	19549.0	2448.1	 25
637	  0	355.0	71.5	 25
638	  0	19440.0	2275.1	 25
639	  0	379.0	138.0	 25
640	  0	19721.0	2252.2	 25
641	  0	398.0	124.6	 25
642	  0	19748.0	1883.2	 25
643	  0	352.0	100.3	 25
644	  0	20055.0	2157.1	 25
645	  0	319.0	101.5	 25
646	  0	19919.0	1747.5	 25
647	  0	313.0	61.0	 25
648	  0	19771.0	1619.2	 25
649	  0	344.0	68.2	 25
650	  0	19699.0	1757.6	 25
651	  0	319.0	37.0	 25
652	  0	19821.0	2044.6	 25
653	  0	297.0	58.1	 25
654	  0	20124.0	1980.0	 25
655	  0	340.0	46.3	 25
656	  0	20091.0	2338.8	 25
657	  0	269.0	34.9	 25
658	  0	19940.0	2215.4	 25
659	  0	340.0	56.6	 25
660	  0	20048.0	1893.8	 25
661	  0	366.0	91.2	 25
662	  0	19978.0	1900.1	 25
663	  0	325.0	58.8	 25
664	  0	19874.0	2041.4	 25
665	  0	326.0	68.4	 25
666	  0	20090.0	2754.7	 25
667	  0	366.0	110.9	 25
668	  0	19913.0	2527.2	 25
669	  0	358.0	113.4	 25
670	  0	19796.0	2412.1	 25
671	  0	351.0	95.4	 25
672	  0	19901.0	2100.9	 25
673	  0	278.0	42.2	 25
674	  0	19760.0	2455.8	 25
675	  0	337.0	82.6	 25
676	  0	20017.0	2464.4	 25
677	  0	289.0	63.8	 25
678	  0	20163.0	2855.6	 25
679	  0	306.0	57.6	 25
680	  0	20308.0	2118.2	 25
681	  0	328.0	41.6	 25
682	  0	20281.0	1859.6	 25
683	  0	341.0	59.9	 25
684	  0	20381.0	2123.7	 25
685	  0	323.0	34.0	 25
686	  0	19951.0	1800.5	 25
687	  0	311.0	39.0	 25
688	  0	20070.0	2191.3	 25
689	  0	336.0	40.8	 25
690	  0	19955.0	2137.2	 25
691	  0	305.0	71.5	 25
692	  0	19846.0	2693.4	 25
693	  0	335.0	74.7	 25
694	  0	20072.0	2653.5	 25
695	  0	367.0	115.3	 25
696	  0	19453.0	2742.7	 25
697	  0	305.0	116.3	 25
698	  0	19900.0	2906.9	 25
699	  0	303.0	68.7	 25
700	  0	19940.0	2313.1	 25
701	  0	301.0	90.6	 25
702	  0	20090.0	1756.1	 25
703	  0	328.0	72.9	 25
704	  0	20264.0	1791.3	 25
705	  0	286.0	58.5	 25
706	  0	20037.0	1409.0	 25
707	  0	329.0	57.1	 25
708	  0	20189.0	1685.4	 25
709	  0	289.0	58.2	 25
710	  0	20195.0	1719.0	 25
711	  0	347.0	32.5	 25
712	  0	20060.0	1854.3	 25
713	  0	342.0	81.4	 25
714	  0	20374.0	1905.9	 25
715	  0	363.0	65.1	 25
716	  0	20174.0	2509.9	 25
717	  0	344.0	78.0	 25
718	  0	20072.0	2231.6	 25
719	  0	352.0	100.4	 25
720	  0	19600.0	2939.5	 25
721	  0	362.0	112.9	 25
722	  0	20033.0	2832.4	 25
723	  0	332.0	128.9	 25
724	  0	19420.0	2420.9	 25
725	  0	336.0	112.4	 25
726	  0	20196.0	2012.7	 25
727	  0	314.0	87.3	 25
728	  0	20123.0	1812.8	 25
729	  0	307.0	73.4	 25
730	  0	20229.0	1714.4	 25
731	  0	321.0	39.6	 25
732	  0	19865.0	1457.7	 25
733	  0	291.0	40.4	 25
734	  0	20297.0	1671.9	 25
735	  0	311.0	29.8	 25
736	  0	19954.0	1612.2	 25
737	  0	303.0	44.3	 25
738	  0	19941.0	2111.7	 25
739	  0	335.0	42.1	 25
740	  0	20046.0	2835.0	 25
741	  0	326.0	77.8	 25
742	  0	20101.0	1954.4	 25
743	  0	321.0	59.9	 25
744	  0	20230.0	2118.9	 25
745	  0	350.0	106.9	 25
746	  0	20073.0	2838.3	 25
747	  0	284.0	79.0	 25
748	  0	20088.0	2677.9	 25
749	  0	346.0	96.1	 25
750	  0	20144.0	2376.3	 25
751	  0	351.0	105.7	 25
752	  0	20153.0	2555.6	 25
753	  0	336.0	102.8	 25
754	  0	20316.0	1835.7	 25
755	  0	320.0	74.3	 25
756	  0	20007.0	1868.9	 25
757	  0	330.0	78.8	 25
758	  0	20000.0	2152.0	 25
759	  0	385.0	59.6	 25
760	  0	20178.0	2568.8	 25
761	  0	333.0	73.8	 25
762	  0	20194.0	2623.4	 25
763	  0	310.0	80.0	 25
764	  0	20051.0	2084.0	 25
765	  0	302.0	51.5	 25
766	  0	19861.0	1969.9	 25
767	  0	320.0	53.6	 25
768	  0	20040.0	1992.2	 25
769	  0	304.0	72.0	 25
770	  0	20324.0	2146.1	 25
771	  0	319.0	86.0	 25
772	  0	21987.0	9619.0	 25
773	  0	310.0	34.8	 25
774	  0	198.0	23.2	 25
775	  0	23307.0	2662.8	 25
776	  0	159.0	28.8	 25
777	  0	247.0	36.0	 25
778	  0	181.0	31.2	 25
779	  0	288.0	42.5	 25
780	  0	20029.0	2111.7	 25
781	  0	355.0	77.3	 25
782	  0	20110.0	2120.8	 25
783	  0	360.0	73.9	 25
784	  0	20094.0	2205.0	 25
785	  0	334.0	56.6	 25
786	  0	20505.0	2178.1	 25
787	  0	298.0	43.0	 25
788	  0	20260.0	1784.5	 25
789	  0	279.0	50.8	 25
790	  0	20123.0	1784.5	 25
791	  0	306.0	70.2	 25
792	  0	20230.0	1787.6	 25
793	  0	371.0	71.7	 25
794	  0	20068.0	1878.4	 25
795	  0	296.0	78.1	 25
796	  0	20032.0	1910.3	 25
797	  0	385.0	121.8	 25
798	  0	19926.0	2305.5	 25
799	  0	335.0	65.9	 25
800	  0	20008.0	2689.6	 25
801	  0	421.0	137.8	 25
802	  0	20106.0	2597.8	 25
803	  0	428.0	181.9	 25
804	  0	20120.0	2667.2	 25
805	  0	406.0	82.0	 25
806	  0	20117.0	2800.9	 25
807	  0	377.0	93.7	 25
808	  0	20142.0	2579.1	 25
809	  0	389.0	77.9	 25
810	  0	19789.0	2275.6	 25
811	  0	325.0	62.0	 25
812	  0	20403.0	1986.8	 25
813	  0	267.0	38.7	 25
814	  0	20073.0	1785.3	 25
815	  0	349.0	76.7	 25
816	  0	20108.0	1487.6	 25
817	  0	303.0	63.9	 25
818	  0	20043.0	1612.0	 25
819	  0	366.0	69.8	 25
820	  0	20263.0	1897.8	 25
821	  0	339.0	48.2	 25
822	  0	20264.0	2241.4	 25
823	  0	398.0	49.2	 25
824	  0	20107.0	2658.3	 25
825	  0	367.0	63.7	 25
826	  0	20177.0	2920.7	 25
827	  0	320.0	56.7	 25
828	  0	20164.0	3652.3	 25
829	  0	374.0	68.8	 25
830	  0	19957.0	2708.8	 25
831	  0	359.0	79.8	 25
832	  0	20206.0	2936.9	 25
833	  0	400.0	122.6	 25
834	  0	20158.0	2548.2	 25
835	  0	317.0	123.3	 25
836	  0	20380.0	2187.5	 25
837	  0	386.0	66.3	 25
838	  0	20361.0	2249.7	 25
839	  0	359.0	80.0	 25
840	  0	19949.0	2057.3	 25
841	  0	310.0	89.1	 25
842	  0	20203.0	2011.5	 25
843	  0	355.0	84.3	 25
844	  0	20172.0	2251.0	 25
845	  0	334.0	77.8	 25
846	  0	20458.0	2338.1	 25
847	  0	316.0	48.0	 25
848	  0	20418.0	3012.1	 25
849	  0	349.0	62.4	 25
850	  0	20434.0	2353.3	 25
851	  0	368.0	81.8	 25
852	  0	20300.0	2183.2	 25
853	  0	315.0	62.9	 25
854	  0	20043.0	1886.0	 25
855	  0	339.0	71.8	 25
856	  0	20310.0	1671.5	 25
857	  0	353.0	49.8	 25
858	  0	19907.0	1410.1	 25
859	  0	400.0	62.7	 25
860	  0	20420.0	1798.8	 25
861	  0	445.0	69.3	 25
862	  0	20821.0	1850.0	 25
863	  0	520.0	89.1	 25
864	  0	65534.0	0.4	 25
865	  0	65534.0	58.9	 25
866	  0	65533.0	14204.4	 25
867	  0	470.0	108.9	 25
868	  0	20475.0	2722.4	 25
869	  0	356.0	76.4	 25
870	  0	20232.0	2564.1	 25
871	  0	342.0	59.9	 25
872	  0	20306.0	2770.4	 25
873	  0	361.0	91.9	 25
874	  0	20214.0	3158.4	 25
875	  0	356.0	88.1	 25
876	  0	20225.0	2497.8	 25
877	  0	417.0	72.9	 25
878	  0	20033.0	2527.6	 25
879	  0	377.0	72.0	 25
880	  0	20363.0	1851.3	 25
881	  0	354.0	60.1	 25
882	  0	20321.0	1639.7	 25
883	  0	358.0	81.5	 25
884	  0	20174.0	1604.7	 25
885	  0	342.0	54.6	 25
886	  0	20113.0	2753.5	 25
887	  0	378.0	83.2	 25
888	  0	20105.0	2064.9	 25
889	  0	348.0	129.3	 25
890	  0	19940.0	2122.0	 25
891	  0	392.0	97.9	 25
892	  0	19925.0	2494.1	 25
893	  0	419.0	68.3	 25
894	  0	20282.0	2383.5	 25
895	  0	291.0	73.1	 25
896	  0	20103.0	2634.9	 25
897	  0	265.0	61.9	 25
898	  0	19780.0	2429.0	 25
899	  0	287.0	59.6	 25
900	  0	20001.0	2386.8	 25
901	  0	319.0	65.8	 25
902	  0	19837.0	2063.1	 25
903	  0	359.0	79.2	 25
904	  0	19989.0	2240.8	 25
905	  0	447.0	75.0	 25
906	  0	65534.0	20322.0	 25
907	  0	363.0	66.6	 25
908	  0	20207.0	2226.0	 25
909	  0	364.0	120.4	 25
910	  0	19896.0	2408.6	 25
911	  0	388.0	78.1	 25
912	  0	21672.0	3933.9	 25
913	  0	394.0	79.0	 25
914	  0	20310.0	2028.2	 25
915	  0	382.0	90.4	 25
916	  0	20122.0	2073.9	 25
917	  0	310.0	53.6	 25
918	  0	19920.0	2626.1	 25
919	  0	361.0	74.3	 25
920	  0	19749.0	2208.4	 25
921	  0	336.0	66.3	 25
922	  0	20003.0	1988.2	 25
923	  0	349.0	72.4	 25
924	  0	19781.0	1745.4	 25
925	  0	367.0	53.8	 25
926	  0	20290.0	1699.0	 25
927	  0	369.0	49.7	 25
928	  0	20019.0	1850.0	 25
929	  0	415.0	50.5	 25
930	  0	20144.0	1835.1	 25
931	  0	381.0	68.4	 25
932	  0	19957.0	2191.4	 25
933	  0	349.0	72.4	 25
934	  0	19909.0	2320.3	 25
935	  0	336.0	85.3	 25
936	  0	19767.0	3236.1	 25
937	  0	339.0	85.2	 25
938	  0	19980.0	2754.6	 25
939	  0	290.0	57.3	 25
940	  0	19926.0	2541.5	 25
941	  0	458.0	97.5	 25
942	  0	20261.0	2407.2	 25
943	  0	380.0	118.7	 25
944	  0	20094.0	2013.7	 25
945	  0	388.0	55.2	 25
946	  0	19608.0	1732.1	 25
947	  0	372.0	77.0	 25
948	  0	20088.0	1827.3	 25
949	  0	367.0	49.3	 25
950	  0	19768.0	1395.3	 25
951	  0	362.0	49.0	 25
952	  0	20143.0	1640.2	 25
953	  0	372.0	57.0	 25
954	  0	19895.0	1735.0	 25
955	  0	369.0	55.8	 25
956	  0	19863.0	1863.8	 25
957	  0	341.0	74.1	 25
958	  0	19434.0	2225.6	 25
959	  0	368.0	85.9	 25
960	  0	19925.0	2245.0	 25
961	  0	363.0	93.6	 25
962	  0	19800.0	1879.5	 25
963	  0	466.0	99.6	 25
964	  0	19815.0	2463.0	 25
965	  0	368.0	77.4	 25
966	  0	19718.0	2382.6	 25
967	  0	452.0	131.3	 25
968	  0	19569.0	1740.4	 25
969	  0	346.0	59.7	 25
970	  0	20144.0	1419.3	 25
971	  0	356.0	66.7	 25
972	  0	19847.0	1541.7	 25
973	  0	416.0	56.2	 25
974	  0	19610.0	1387.5	 25
975	  0	384.0	75.7	 25
